metabolite	name	molecular_weight	C_number	N_number	sbo	kegg.compound	chebi	hmdb	lipidmaps	biocyc	metanetx.chemical	inchikey	seed.compound	reactome	kegg.drug	kegg.glycan	reaction
sulfac_e	Sulfoacetate	138.09928	2	0	SBO:0000247	C14179	['CHEBI:34987', 'CHEBI:49876', 'CHEBI:50519', 'CHEBI:58824']			META:CPD-10246	MNXM1949	AGGIJOLULBJGTQ-UHFFFAOYSA-L	cpd09878				EX_sulfac_e
tartr__L_e	L-tartrate	148.07095999999999	4	0	SBO:0000247	C00898	['CHEBI:10961', 'CHEBI:11018', 'CHEBI:15193', 'CHEBI:15671', 'CHEBI:18710', 'CHEBI:18711', 'CHEBI:26849', 'CHEBI:30924', 'CHEBI:35397', 'CHEBI:35398', 'CHEBI:358', 'CHEBI:45866']	HMDB00956		META:TARTRATE	MNXM816	FEWJPZIEWOKRBE-JCYAYHJZSA-L	cpd00666		D00103		EX_tartr__L_e
tcb_e	Tricarballylate	173.1003	6	0	SBO:0000247	C19806	['CHEBI:45969', 'CHEBI:62517']	HMDB31193		META:CPD-3571	MNXM4854	KQTIIICEAUMSDG-UHFFFAOYSA-K	cpd16654				EX_tcb_e
tet_e	Tetrathionate	224.25639999999999	0	0	SBO:0000247	C02084	['CHEBI:15226', 'CHEBI:16853', 'CHEBI:33113', 'CHEBI:9504']			META:CPD-14	MNXM1781	HPQYKCJIWQFJMS-UHFFFAOYSA-L	cpd01414				EX_tet_e
ttdca_e	Tetradecanoate (n-C14:0)	227.36298	14	0	SBO:0000247						MNXM162239						EX_ttdca_e
tton_e	Trithionate	194.20728	0	0	SBO:0000247	C01861	['CHEBI:11095', 'CHEBI:15267', 'CHEBI:15987', 'CHEBI:27152', 'CHEBI:29210', 'CHEBI:33483', 'CHEBI:9749']			META:CPD-552	MNXM1871	KRURGYOKPVLRHQ-UHFFFAOYSA-L	cpd01281				EX_tton_e
vacc_e	Vaccenic acid	281.45342	18	0	SBO:0000247						MNXM92713						EX_vacc_e
val__D_e	D Valine	115.13046	5	1	SBO:0000247												EX_val__D_e
xyl3_e	Xylotriose	414.35914	15	0	SBO:0000247		CHEBI:62797			META:CPD-13215	MNXM147052	JCSJTDYCNQHPRJ-MMDFAQQLSA-N	cpd23780				EX_xyl3_e
xylan4_e	Xylan (4 backbone units, 1 glcur side chain)	721.58994	26	0	SBO:0000247						MNXM146654						EX_xylan4_e
xylb_e	Xylobiose	282.24451999999997	10	0	SBO:0000247	C01630	['CHEBI:10080', 'CHEBI:27342', 'CHEBI:28309']	HMDB29894		META:CPD-13037	MNXM9373	LGQKSQQRKHFMLI-WSNPFVOISA-N	cpd01144				EX_xylb_e
h2o_m	H2O H2O	18.01528	0	0													EX_h2o_m
o2_m	O2 O2	31.9988	0	0													EX_o2_m
co2_m	CO2 CO2	44.0095	1	0													EX_co2_m
leu__L_m	L-Leucine	131.17292	6	1													EX_leu__L_m
cobalt2_m	Co2+	58.9332	0	0													EX_cobalt2_m
zn2_m	Zinc	65.409	0	0													EX_zn2_m
so4_m	Sulfate	96.0626	0	0													EX_so4_m
spmd_m	Spermidine	148.26968	7	3													EX_spmd_m
ca2_m	Calcium	40.078	0	0													EX_ca2_m
nh4_m	Ammonium	18.03846	0	1													EX_nh4_m
arg__L_m	L-Arginine	175.2089	6	4													EX_arg__L_m
gln__L_m	L-Glutamine	146.1445	5	2													EX_gln__L_m
mn2_m	Manganese	54.938049	0	0													EX_mn2_m
hco3_m	Bicarbonate	61.016839999999995	1	0													EX_hco3_m
mg2_m	Magnesium	24.305	0	0													EX_mg2_m
ptrc_m	Putrescine	90.16736	4	2													EX_ptrc_m
fe2_m	Fe2+ mitochondria	55.845	0	0													EX_fe2_m
cu2_m	Copper	63.546	0	0													EX_cu2_m
k_m	Potassium	39.0983	0	0													EX_k_m
no3_m	Nitrate	62.0049	0	1													EX_no3_m
fe3_m	Iron (Fe3+)	55.845	0	0													EX_fe3_m
mobd_m	Molybdate	159.9376	0	0													EX_mobd_m
ni2_m	Nickel	58.6934	0	0													EX_ni2_m
na1_m	Sodium	22.98977	0	0													EX_na1_m
cynt_m	Cyanate	42.0168	1	1													EX_cynt_m
h_m	H+	1.00794	0	0													EX_h_m
pi_m	Phosphate	95.97930099999999	0	0													EX_pi_m
photon_m	photon (420nm-440nm)		0	0													EX_photon_m
meoh_m	Methanol	32.04186	1	0													EX_meoh_m
cl_m	Chloride	35.453	0	0													EX_cl_m
Amino_sugars_m	Amino sugars pool	0.0	0	0													EX_Amino_sugars_m
amino_acid_pool_m	amino_acid_pool_e	0.0	0	0													EX_amino_acid_pool_m
pap_m	Adenosine 3_5-bisphosphate	427.201122	10	5													EX_pap_m
Acyl_carrier_protein_m	Acyl-carrier protein		0	0													EX_Acyl_carrier_protein_m
Apo_acyl_carrier_protein_m	Apo-(acyl-carrier-protein)	0.0	0	0													EX_Apo_acyl_carrier_protein_m
Thioredoxin_m	Thioredoxin		10	4													EX_Thioredoxin_m
Free_fatty_acids_m	Free fatty acids	0.0	0	0													EX_Free_fatty_acids_m
Artificial_protein_m	Artificial Protein biomass precursor	0.0	0	0													EX_Artificial_protein_m
adocbl_m	Cobamide coenzyme	1579.581761	72	18													EX_adocbl_m
btn_m	Biotin	244.31064	10	2													EX_btn_m
FAD_m	FAD	785.549742	27	9													EX_FAD_m
gcald_m	Glycolaldehyde	60.05196	2	0													EX_gcald_m
Lipoylprotein_m	Lipoylprotein		8	1													EX_Lipoylprotein_m
Menaquinone_m	Menaquinone	719.13206	51	0													EX_Menaquinone_m
Nicotinate_m	Nicotinate	123.1094	6	1													EX_Nicotinate_m
S_Adenosyl_4_methylthio_2_oxobutanoate_m	S-Adenosyl-4-methylthio-2-oxobutanoate	398.4142	15	5													EX_S_Adenosyl_4_methylthio_2_oxobutanoate_m
S_Methyl_5_thio_D_ribose_m	S-Methyl-5-thio-D-ribose	180.22208	6	0													EX_S_Methyl_5_thio_D_ribose_m
N_Acetylornithine_m	N-Acetylornithine	174.19765999999998	7	2													EX_N_Acetylornithine_m
THF_polyglutamate_m	THF-polyglutamate	703.6571799999999	29	9													EX_THF_polyglutamate_m
thm_m	Thiamin diphosphate	425.314382	12	4													EX_thm_m
tRNA_m	tRNA		15	0													EX_tRNA_m
Glycolate_m	Glycolate	76.05136	2	0													EX_Glycolate_m
15dap_m	Cadaverine	102.17806	5	2													EX_15dap_m
cd2_m	Cadmium	112.411	0	0													EX_cd2_m
co_m	CO	28.0101	1	0													EX_co_m
glycogen_m	Glycogen	162.1406	6	0													EX_glycogen_m
h2s_m	Hydrogen sulfide	34.08088	0	0													EX_h2s_m
sel_m	Selenate	144.97348	0	0													EX_sel_m
sprm_m	Spermine	202.34024	10	4													EX_sprm_m
tsul_m	Thiosulfate	113.13614	0	0													EX_tsul_m
urea_m	Urea	60.055260000000004	1	2													EX_urea_m
L_Alanine_m	L-Alanine	89.09318	3	1													EX_L_Alanine_m
L_Asparagine_m	L-Asparagine	132.11792	4	2													EX_L_Asparagine_m
L_Aspartate_m	L-Aspartate	133.10268	4	1													EX_L_Aspartate_m
L_Cystine_m	L-Cystine	240.30048	6	2													EX_L_Cystine_m
L_Glutamate_m	L-Glutamate	147.12926	5	1													EX_L_Glutamate_m
Glycine_m	Glycine	75.0666	2	1													EX_Glycine_m
his__L_m	L-Histidine	155.15456	6	3													EX_his__L_m
ile__L_m	L-Isoleucine	131.17292	6	1													EX_ile__L_m
lys__L_m	L-Lysine	146.18756	6	2													EX_lys__L_m
met__L_m	L-Methionine	149.21134	5	1													EX_met__L_m
phe__L_m	L-Phenylalanine	165.18914	9	1													EX_phe__L_m
pro__L_m	L-Proline	115.13046	5	1													EX_pro__L_m
ser__L_m	L-Serine	105.09258	3	1													EX_ser__L_m
thr__L_m	L-Threonine	119.11916	4	1													EX_thr__L_m
trp__L_m	L-Tryptophan	204.22518000000002	11	2													EX_trp__L_m
tyr__L_m	L-Tyrosine	181.18854	9	1													EX_tyr__L_m
val__L_m	L-Valine	117.14634	5	1													EX_val__L_m
glc__D_m	D-Glucose	180.15588	6	0													EX_glc__D_m
sn_Glycerol_3_phosphate_m	sn-Glycerol 3-phosphate	172.073721	3	0													EX_sn_Glycerol_3_phosphate_m
Lipid_A_disaccharide_m	Lipid A disaccharide	1325.727021	68	2													EX_Lipid_A_disaccharide_m
ppt_m	Phosphonate	0.0	0	0													EX_ppt_m
ac_m	Acetate[e]	0.0	0	0													EX_ac_m
cit_m	Citrate[e]	0.0	0	0													EX_cit_m
for_m	Formate[e]	0.0	0	0													EX_for_m
pyr_m	Pyruvate[e]	0.0	0	0													EX_pyr_m
fum_m	Fumarate[e]	0.0	0	0													EX_fum_m
gthrd_m	Glutathione[e]	0.0	0	0													EX_gthrd_m
4_Methyl_2_oxopentanoate_m	4_Methyl_2_oxopentanoate[e]	0.0	0	0													EX_4_Methyl_2_oxopentanoate_m
Pantothenate_m	Pantothenate[e]	0.0	0	0													EX_Pantothenate_m
succ_m	Succinate[e]	0.0	0	0													EX_succ_m
thymd_m	Thymidine[e]	0.0	0	0													EX_thymd_m
xtsn_m	Xanthosine[e]	0.0	0	0													EX_xtsn_m
4abz_m	4_Aminobenzoate[e]	0.0	0	0													EX_4abz_m
5_Methylthioadenosine_m	5_Methylthioadenosine[e]	0.0	0	0													EX_5_Methylthioadenosine_m
ade_m	Adenine[e]	0.0	0	0													EX_ade_m
Dethiobiotin_m	Dethiobiotin[e]	0.0	0	0													EX_Dethiobiotin_m
gua_m	Guanine[e]	0.0	0	0													EX_gua_m
gsn_m	Guanosine[e]	0.0	0	0													EX_gsn_m
bz_m	4_Hydroxybenzoate[e]	0.0	0	0													EX_bz_m
etoh_m	Ethanol[e]	0.0	0	0													EX_etoh_m
S_Malate_m	S_Malate[e]	0.0	0	0													EX_S_Malate_m
h2o2_m	Hydrogen peroxide	34.01468	0	0													EX_h2o2_m
23dappa_m	2,3-diaminopropionate	104.10782	3	2	SBO:0000247	['C03401', 'C06393']	['CHEBI:11419', 'CHEBI:13043', 'CHEBI:16303', 'CHEBI:18383', 'CHEBI:19309', 'CHEBI:21190', 'CHEBI:42159', 'CHEBI:42164', 'CHEBI:49983', 'CHEBI:57721', 'CHEBI:58468', 'CHEBI:6153', 'CHEBI:84374', 'CHEBI:876']	HMDB02006	LMFA01100051	['META:23-Diaminopropanoate', 'META:L-23-DIAMINOPROPANOATE']	MNXM91374	PECYZEOJVXMISF-REOHCLBHSA-N	['cpd02150', 'cpd03828', 'cpd21925']				EX_23dappa_m
25dkglcn_m	2,5-diketo-D-gluconate	191.11558	6	0	SBO:0000247	C02780	['CHEBI:1070', 'CHEBI:11449', 'CHEBI:18281', 'CHEBI:19378', 'CHEBI:58428']		LMFA01050471	META:25-DIDEHYDRO-D-GLUCONATE	MNXM936	RXMWXENJQAINCC-DMTCNVIQSA-M	cpd01793				EX_25dkglcn_m
2mbald_m	2 methylbutyraldehyde C5H10O	86.1323	5	0	SBO:0000247	C02223	['CHEBI:11615', 'CHEBI:1200', 'CHEBI:16182', 'CHEBI:19692']	HMDB31526		META:METHYLBUT-CPD	MNXM2604	BYGQBDHUGHBGMD-UHFFFAOYSA-N	cpd01499				EX_2mbald_m
3h4atb_m	3 Hydroxy 4 acetylthiobutanoic acid	17.00734	0	0	SBO:0000247												EX_3h4atb_m
3mb_m	3-Methylbutanoic acid	101.12376	5	0	SBO:0000247	C08262	['CHEBI:24930', 'CHEBI:28484', 'CHEBI:43426', 'CHEBI:48942', 'CHEBI:6069']	HMDB00718	LMFA01020181	META:ISOVALERATE	MNXM7454	GWYFCOCPABKNJV-UHFFFAOYSA-M	cpd05178				EX_3mb_m
4ahmmp_m	4-Amino-5-hydroxymethyl-2-methylpyrimidine	139.15516	6	3	SBO:0000247	C01279	['CHEBI:11957', 'CHEBI:16892', 'CHEBI:1781', 'CHEBI:20312', 'CHEBI:43206']			META:HMP	MNXM874	VUTBELPREDJDDH-UHFFFAOYSA-N	cpd00939				EX_4ahmmp_m
4hba_m	4-Hydroxy-benzyl alcohol	124.13722	7	0	SBO:0000247	C17467	CHEBI:67410	HMDB11724		META:4-HYDROXY-BENZYL-ALCOHOL	MNXM107505	BVJSUAQZOZWCKN-UHFFFAOYSA-N	['cpd15378', 'cpd17595']				EX_4hba_m
4hphac_m	4-Hydroxyphenylacetate	151.13938	8	0	SBO:0000247	C13636	CHEBI:31128	HMDB60390			MNXM3863	HBMCQTHGYMTCOF-UHFFFAOYSA-N	cpd19151				EX_4hphac_m
4hpro_LT_m	Trans 4 Hydroxy L proline C5H9NO3	131.12986	5	1	SBO:0000247	['C01157', 'C03651']	['CHEBI:10713', 'CHEBI:10714', 'CHEBI:12864', 'CHEBI:18095', 'CHEBI:20392', 'CHEBI:27059', 'CHEBI:27060', 'CHEBI:27992', 'CHEBI:43172', 'CHEBI:43210', 'CHEBI:43227', 'CHEBI:43318', 'CHEBI:49360', 'CHEBI:58375', 'CHEBI:62978', 'CHEBI:63137']	['HMDB00725', 'HMDB36576']		['META:4-HYDROXY-L-PROLINE', 'META:CPD-17742']	MNXM87584	PMMYEEVYMWASQN-DMTCNVIQSA-N	['cpd00851', 'cpd02291', 'cpd29317']				EX_4hpro_LT_m
5aptn_m	5-Aminopentanoate	117.14634	5	1	SBO:0000247	C00431	['CHEBI:12111', 'CHEBI:15887', 'CHEBI:2037', 'CHEBI:20549', 'CHEBI:356010', 'CHEBI:41853', 'CHEBI:86394']	HMDB03355	LMFA01100040	META:5-AMINOPENTANOATE	MNXM792	JJMDCOVWQOJGCB-UHFFFAOYSA-N	cpd00339				EX_5aptn_m
5dglcn_m	5-Dehydro-D-gluconate	193.13146	6	0	SBO:0000247	C01062	['CHEBI:12120', 'CHEBI:12121', 'CHEBI:17426', 'CHEBI:2051', 'CHEBI:20564', 'CHEBI:58143']			META:5-DEHYDROGLUCONATE	MNXM963	IZSRJDGCGRAUAR-MROZADKFSA-M	cpd00781				EX_5dglcn_m
6pgc_m	6-Phospho-D-gluconate	273.111361	6	0	SBO:0000247	C00345	['CHEBI:12232', 'CHEBI:16863', 'CHEBI:2231', 'CHEBI:33851', 'CHEBI:40282', 'CHEBI:48928', 'CHEBI:58759']	['HMDB01316', 'HMDB62800']		META:CPD-2961	MNXM325	BIRSGZKFKXLSJQ-SQOUGZDYSA-K	cpd00284	R-ALL-29996			EX_6pgc_m
LalaDgluMdapDala_m	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	460.45889999999997	18	5	SBO:0000247						MNXM59271	BAPAFFOXTCMVCC-UHFFFAOYSA-M	cpd15387				EX_LalaDgluMdapDala_m
LalaLglu_m	L-alanine-L-glutamate	217.19922	8	2	SBO:0000247	C20958	['CHEBI:61396', 'CHEBI:61565']			META:CPD0-1445	MNXM4026	VYZAGTDAHUIRQA-WHFBIAKZSA-M	cpd15388				EX_LalaLglu_m
R_3h6atha_m	 3 Hydroxy 6acetylthiohexanoic acid	43.04462	2	0	SBO:0000247												EX_R_3h6atha_m
R_3hnonaa_m	 3 hydroxynonanoic acid	171.21359999999999	9	0	SBO:0000247												EX_R_3hnonaa_m
R_3htd58e_m	 3 hydroxy  5Z 8Z  tetradecedienic acid	237.31474	14	0	SBO:0000247												EX_R_3htd58e_m
R_3htd5e_m	 3 hydroxy  5Z  tetradecenic acid	241.3465	14	0	SBO:0000247												EX_R_3htd5e_m
acald_m	Acetaldehyde	44.05256	2	0	SBO:0000247	C00084	['CHEBI:13703', 'CHEBI:15343', 'CHEBI:22158', 'CHEBI:2383', 'CHEBI:40533']	HMDB00990		META:ACETALD	MNXM75	IKHGUXGNUITLKF-UHFFFAOYSA-N	cpd00071	['R-ALL-113532', 'R-ALL-113681', 'R-ALL-113745', 'R-ALL-29510']			EX_acald_m
acon_C_m	Cis-Aconitate	171.08442	6	0	SBO:0000247	C00417	['CHEBI:10482', 'CHEBI:12798', 'CHEBI:16383', 'CHEBI:23306', 'CHEBI:23308', 'CHEBI:32805']	['HMDB00072', 'HMDB00461']		META:CIS-ACONITATE	MNXM813	GTZCVFVGUGFEME-IWQZZHSRSA-K	cpd00331				EX_acon_C_m
actn__R_m	 R  Acetoin C4H8O2	88.10512	4	0	SBO:0000247	C00810	['CHEBI:10968', 'CHEBI:10996', 'CHEBI:15686', 'CHEBI:18680', 'CHEBI:335', 'CHEBI:43026']		LMFA12000064	META:CPD-10353	MNXM664	ROWKJAVDOGWPAT-GSVOUGTGSA-N	cpd19008				EX_actn__R_m
agm_m	Agmatine	132.20734	5	4	SBO:0000247	C00179	['CHEBI:13747', 'CHEBI:17431', 'CHEBI:18576', 'CHEBI:2514', 'CHEBI:40556', 'CHEBI:58145']	['HMDB01432', 'HMDB60259']		META:AGMATHINE	MNXM328	QYPPJABKJHAVHS-UHFFFAOYSA-P	cpd00152	R-ALL-351164			EX_agm_m
ala_L_asp__L_m	Ala L asp L C7H11N2O5	203.17264	7	2	SBO:0000247		['CHEBI:73803', 'CHEBI:74363']			META:CPD-13404	MNXM40494	XAEWTDMGFGHWFK-IMJSIDKUSA-M	cpd11593				EX_ala_L_asp__L_m
ala_L_glu__L_m	Ala L glu L C8H13N2O5	217.19922	8	2	SBO:0000247						MNXM8263		cpd11586				EX_ala_L_glu__L_m
ala__L_m	L-Alanine	89.09318	3	1	SBO:0000247	['C00041', 'C01401']	['CHEBI:13069', 'CHEBI:13748', 'CHEBI:16449', 'CHEBI:16977', 'CHEBI:21216', 'CHEBI:22277', 'CHEBI:2539', 'CHEBI:32431', 'CHEBI:32432', 'CHEBI:32439', 'CHEBI:32440', 'CHEBI:40734', 'CHEBI:40735', 'CHEBI:46308', 'CHEBI:57972', 'CHEBI:6171', 'CHEBI:66916', 'CHEBI:76050']	['HMDB00161', 'HMDB62251']		META:L-ALPHA-ALANINE	MNXM32	QNAYBMKLOCPYGJ-REOHCLBHSA-N	['cpd00035', 'cpd01003']	['R-ALL-29432', 'R-ALL-352036', 'R-ALL-379697', 'R-ALL-389664']	D00012		EX_ala__L_m
alahis_m	L alaninylhistidine	226.23246	9	4	SBO:0000247												EX_alahis_m
alaleu_m	L alaninylleucine	202.25082	9	2	SBO:0000247												EX_alaleu_m
alathr_m	L alaninylthreonine	190.19706	7	2	SBO:0000247												EX_alathr_m
alatrp_m	L alaninyltryptophan	275.30308	14	3	SBO:0000247												EX_alatrp_m
alltn_m	Allantoin	158.11544	4	4	SBO:0000247	C01551	['CHEBI:13761', 'CHEBI:15676', 'CHEBI:22354', 'CHEBI:2594', 'CHEBI:74345']	HMDB00462		META:ALLANTOIN	MNXM612	POJWUDADGALRAB-UHFFFAOYSA-N	cpd01092		D00121		EX_alltn_m
anhgm_m	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	477.43976	19	2	SBO:0000247						MNXM3060		cpd15396				EX_anhgm_m
asn__L_m	L-Asparagine	132.11792	4	2	SBO:0000247	['C00152', 'C16438']	['CHEBI:13083', 'CHEBI:17196', 'CHEBI:21242', 'CHEBI:22653', 'CHEBI:32650', 'CHEBI:32651', 'CHEBI:32660', 'CHEBI:32661', 'CHEBI:40902', 'CHEBI:58048', 'CHEBI:6191']	HMDB00168		META:ASN	MNXM147	DCXYFEDJOCDNAF-REOHCLBHSA-N	['cpd00132', 'cpd15142']	['R-ALL-29642', 'R-ALL-379703']			EX_asn__L_m
asp__D_m	D-Aspartate	132.09474	4	1	SBO:0000247	C00402	['CHEBI:12918', 'CHEBI:17364', 'CHEBI:20919', 'CHEBI:20920', 'CHEBI:29990', 'CHEBI:29994', 'CHEBI:4108']	HMDB06483		META:CPD-302	MNXM974	CKLJMWTZIZZHCS-UWTATZPHSA-M	cpd00320				EX_asp__D_m
asp__L_m	L-Aspartate	132.09474	4	1	SBO:0000247	['C00049', 'C16433']	['CHEBI:13085', 'CHEBI:132943', 'CHEBI:17053', 'CHEBI:21244', 'CHEBI:21247', 'CHEBI:22659', 'CHEBI:22660', 'CHEBI:29991', 'CHEBI:29992', 'CHEBI:29993', 'CHEBI:29995', 'CHEBI:35391', 'CHEBI:40853', 'CHEBI:40900', 'CHEBI:40913', 'CHEBI:40942', 'CHEBI:6193']	['HMDB00191', 'HMDB62186', 'HMDB62501']		META:L-ASPARTATE	MNXM42	CKLJMWTZIZZHCS-REOHCLBHSA-M	['cpd00041', 'cpd19181']	['R-ALL-113553', 'R-ALL-29448']	D00013		EX_asp__L_m
but_m	Butyrate (n-C4:0)	87.09718	4	0	SBO:0000247						MNXM162281						EX_but_m
catechol_m	Catechol	110.11064	6	0	SBO:0000247	['C00090', 'C01785', 'C15571']	['CHEBI:135158', 'CHEBI:13950', 'CHEBI:18135', 'CHEBI:23054', 'CHEBI:32402', 'CHEBI:3467', 'CHEBI:41441', 'CHEBI:50524']	HMDB00957		['META:CATECHOL', 'META:Catechols']	MNXM181	YCIMNLLNPGFGHC-UHFFFAOYSA-N	['cpd00077', 'cpd01232']				EX_catechol_m
cell4_m	Cellulose (n=4 repeating units)	666.57768	24	0	SBO:0000247						MNXM147063						EX_cell4_m
cellb_m	Cellobiose	342.29648000000003	12	0	SBO:0000247	['C00185', 'C06421', 'C06422']	['CHEBI:10358', 'CHEBI:22836', 'CHEBI:35462', 'CHEBI:36217', 'CHEBI:41353']	HMDB00055		META:CELLOBIOSE	MNXM1142	GUBGYTABKSRVRQ-QRZGKKJRSA-N	cpd03845			G00289	EX_cellb_m
cgly_m	Cys Gly C5H10N2O3S	178.2095	5	2	SBO:0000247	C01419	['CHEBI:4047', 'CHEBI:61694']	['HMDB00078', 'HMDB28775']		META:CYS-GLY	MNXM683	ZUKPVRWZDMRIEO-VKHMYHEASA-N	cpd01017	['R-ALL-1247904', 'R-ALL-1247934']			EX_cgly_m
chol_m	Choline C5H14NO	104.17076	5	1	SBO:0000247	C00114	['CHEBI:13985', 'CHEBI:15354', 'CHEBI:23212', 'CHEBI:3665', 'CHEBI:41524', 'CHEBI:72322']	HMDB00097		META:CHOLINE	MNXM90	OEYIOHPDSNJKLS-UHFFFAOYSA-N	cpd00098	['R-ALL-264618', 'R-ALL-264638', 'R-ALL-6798162']	['D07690', 'D10498']		EX_chol_m
cinnm_m	Trans-Cinnamate	147.15068	9	0	SBO:0000247	['C00423', 'C10438']	['CHEBI:10720', 'CHEBI:10955', 'CHEBI:12871', 'CHEBI:12879', 'CHEBI:15669', 'CHEBI:23248', 'CHEBI:23250', 'CHEBI:27072', 'CHEBI:27073', 'CHEBI:27386', 'CHEBI:35697', 'CHEBI:35699', 'CHEBI:35700', 'CHEBI:3710', 'CHEBI:45845']	['HMDB00567', 'HMDB00930']		META:CPD-674	MNXM438	WBYWAXJHAXSJNI-VOTSOKGWSA-M	['cpd00333', 'cpd07326']				EX_cinnm_m
creat_m	Creatine cytosol	131.13316	4	3	SBO:0000247	C00791	['CHEBI:14029', 'CHEBI:16737', 'CHEBI:23406', 'CHEBI:3910']	HMDB00562		META:CREATININE	MNXM1470	DDRJAANPRJIHGJ-UHFFFAOYSA-N	cpd00585	R-ALL-30733	D03600		EX_creat_m
crn_m	L-Carnitine	161.1989	7	1	SBO:0000247	['C00318', 'C00487']	['CHEBI:11817', 'CHEBI:13091', 'CHEBI:13947', 'CHEBI:16347', 'CHEBI:17126', 'CHEBI:20047', 'CHEBI:21256', 'CHEBI:23038', 'CHEBI:29085', 'CHEBI:3424', 'CHEBI:39547', 'CHEBI:6202']	['HMDB00062', 'HMDB01467', 'HMDB62496']		META:CARNITINE	MNXM173	PHIQHXFUZVPYII-ZCFIWIBFSA-N	['cpd00266', 'cpd19003']	['R-ALL-164988', 'R-ALL-201023', 'R-ALL-30235', 'R-ALL-390294', 'R-ALL-549207']	D02176		EX_crn_m
cys__L_m	L-Cysteine	121.15818	3	1	SBO:0000247	['C00097', 'C00736']	['CHEBI:13095', 'CHEBI:14061', 'CHEBI:15356', 'CHEBI:17561', 'CHEBI:21261', 'CHEBI:23508', 'CHEBI:32442', 'CHEBI:32443', 'CHEBI:32445', 'CHEBI:32456', 'CHEBI:32457', 'CHEBI:32458', 'CHEBI:35235', 'CHEBI:35237', 'CHEBI:4050', 'CHEBI:41227', 'CHEBI:41700', 'CHEBI:41768', 'CHEBI:41781', 'CHEBI:41811', 'CHEBI:6207']	HMDB00574		META:CYS	MNXM55	XUJNEKJLAYXESH-REOHCLBHSA-N	['cpd00084', 'cpd00547']	['R-ALL-111707', 'R-ALL-352016', 'R-ALL-379721', 'R-ALL-5668576']	D00026		EX_cys__L_m
d23hb_m	2,3-dihydroxybenzoate	154.12014	7	0	SBO:0000247												EX_d23hb_m
diact_m	Diacetyl C4H6O2	86.08924	4	0	SBO:0000247	C00741	['CHEBI:14134', 'CHEBI:16583', 'CHEBI:4479']	HMDB03407	LMFA12000012	META:DIACETYL	MNXM1467	QSJXEFYPDANLFS-UHFFFAOYSA-N	cpd00551				EX_diact_m
drib_m	Deoxyribose C5H10O4	134.13049999999998	5	0	SBO:0000247	C01801	CHEBI:90761	HMDB03224			MNXM90412	PDWIQYODPROSQH-PYHARJCCSA-N	cpd01242				EX_drib_m
enter_m	Enterochelin	668.53854	30	3	SBO:0000247	C05821	['CHEBI:23923', 'CHEBI:28855', 'CHEBI:38150', 'CHEBI:4799', 'CHEBI:77805']	HMDB32199		META:ENTEROBACTIN	MNXM883	SERBHKJMVBATSJ-BZSNNMDCSA-M	cpd03453	R-ALL-1222366			EX_enter_m
etha_m	Ethanolamine	62.09102	2	1	SBO:0000247	C00189	['CHEBI:14223', 'CHEBI:16000', 'CHEBI:23979', 'CHEBI:272066', 'CHEBI:42323', 'CHEBI:4880', 'CHEBI:57603']	['HMDB00149', 'HMDB62693']		META:ETHANOL-AMINE	MNXM218	HZAXFHJVJLSVMW-UHFFFAOYSA-O	cpd00162		D05074		EX_etha_m
fald_m	Formaldehyde	30.02598	1	0	SBO:0000247	C00067	['CHEBI:14274', 'CHEBI:16842', 'CHEBI:24077', 'CHEBI:337763', 'CHEBI:5142']	HMDB01426		['META:CARBONYL-GROUP', 'META:FORMALDEHYDE']	MNXM56	WSFSSNUMVMOOMR-UHFFFAOYSA-N	cpd00055	['R-ALL-143501', 'R-ALL-29478', 'R-ALL-6797920', 'R-ALL-879250']	D00017		EX_fald_m
fe3dcit_m	Fe(III)dicitrate	434.0444	12	0	SBO:0000247	C06229					MNXM146388		cpd03725				EX_fe3dcit_m
fe3pyovd_kt_m	Ferrypyoverdine  P putida KT2440 specific	808.57302	27	10	SBO:0000247												EX_fe3pyovd_kt_m
feenter_m	Fe-enterobactin	724.38354	30	3	SBO:0000247	C06230	['CHEBI:21133', 'CHEBI:28199', 'CHEBI:38151', 'CHEBI:4993', 'CHEBI:70745']				MNXM7354	NGILTSZTOFYVBF-UVJOBNTFSA-H		R-ALL-1222421			EX_feenter_m
fuc_m	L-fuculose	164.15648	6	0	SBO:0000247												EX_fuc_m
g3pe_m	Sn-Glycero-3-phosphoethanolamine	215.14152099999998	5	1	SBO:0000247	C01233	['CHEBI:10647', 'CHEBI:12842', 'CHEBI:16929', 'CHEBI:26699', 'CHEBI:57952']	HMDB59660		META:L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	MNXM368	JZNWSCPGTDBMEW-YFKPBYRVSA-N	cpd00908	R-ALL-1524023			EX_g3pe_m
